DIRECTORY REACT FINAL PROJECT - COMPLETE SOURCE CODE
============================================================

Generated on: +05 16:09:09 2025 އޮގަސްޓް 27 ބުދަ
Project root: /home/mine/Documents/codingProjects/DirReactFinal

============================================================

PROJECT_STATUS.txt
==================

[2025-01-27 15:30] | project root | Cold start. Awaiting task. | todo
                event_type='logout',
                description=f'User {request.user.username} logged out',
                ip_address=request.META.get('REMOTE_ADDR'),
                user_agent=request.META.get('HTTP_USER_AGENT', '')
            )
            
            return Response({'message': 'Successfully logged out'})
        except Exception as e:
            return Response({'error': str(e)}, status=status.HTTP_400_BAD_REQUEST)

class UserProfileView(APIView):
    """User profile endpoint - returns current user's profile"""
    permission_classes = [IsAuthenticated]
    
    def get(self, request):
        """Get current user's profile"""
        try:
            user = request.user
            serializer = UserSerializer(user)
            return Response(serializer.data)
        except Exception as e:
            return Response({
                'error': 'Failed to get user profile',
                'detail': str(e)
            }, status=status.HTTP_500_INTERNAL_SERVER_ERROR)
    
    def patch(self, request):
        """Update current user's profile"""
        try:
            user = request.user
            serializer = UserSerializer(user, data=request.data, partial=True)
            if serializer.is_valid():
                serializer.save()
                return Response(serializer.data)
            return Response(serializer.errors, status=status.HTTP_400_BAD_REQUEST)
        except Exception as e:
            return Response({
                'error': 'Failed to update user profile',
                'detail': str(e)
            }, status=status.HTTP_500_INTERNAL_SERVER_ERROR)
    
    @action(detail=False, methods=['post'])
    def change_password(self, request):
        """Change user password"""
        try:
            user = request.user
            current_password = request.data.get('current_password')
            new_password = request.data.get('new_password')
            confirm_password = request.data.get('confirm_password')
            
            # Validate input
            if not all([current_password, new_password, confirm_password]):
                return Response({
                    'error': 'All password fields are required'
                }, status=status.HTTP_400_BAD_REQUEST)
            
            if new_password != confirm_password:
                return Response({
                    'error': 'New passwords do not match'
                }, status=status.HTTP_400_BAD_REQUEST)
            
            if len(new_password) < 8:
                return Response({
                    'error': 'New password must be at least 8 characters long'
                }, status=status.HTTP_400_BAD_REQUEST)
            
            # Verify current password
            if not user.check_password(current_password):
                return Response({
                    'error': 'Current password is incorrect'
                }, status=status.HTTP_400_BAD_REQUEST)
            
            # Change password
            user.set_password(new_password)
            user.save()
            
            # Log password change event
            EventLog.objects.create(
                user=user,
                event_type='password_change',
                description=f'User {user.username} changed password',
                ip_address=request.META.get('REMOTE_ADDR'),
                user_agent=request.META.get('HTTP_USER_AGENT', '')
            )
            
            return Response({'message': 'Password changed successfully'})
            
        except Exception as e:
            return Response({
                'error': 'Failed to change password',
                'detail': str(e)
            }, status=status.HTTP_500_INTERNAL_SERVER_ERROR)
    
    @action(detail=False, methods=['post'])
    def donate_points(self, request):
        """Donate points to another user"""
        try:
            donor = request.user
            recipient_username = request.data.get('recipient_username')
            points = request.data.get('points')
            
            # Validate input
            if not recipient_username or not points:
                return Response({
                    'error': 'Recipient username and points are required'
                }, status=status.HTTP_400_BAD_REQUEST)
            
            try:
                points = int(points)
            except ValueError:
                return Response({
                    'error': 'Points must be a valid number'
                }, status=status.HTTP_400_BAD_REQUEST)
            
            if points <= 0:
                return Response({
                    'error': 'Points must be greater than 0'
                }, status=status.HTTP_400_BAD_REQUEST)
            
            if points > donor.score:
                return Response({
                    'error': 'Insufficient points for donation'
                }, status=status.HTTP_400_BAD_REQUEST)
            
            # Find recipient
            try:
                recipient = User.objects.get(username=recipient_username)
            except User.DoesNotExist:
                return Response({
                    'error': 'Recipient user not found'
                }, status=status.HTTP_404_NOT_FOUND)
            
            if recipient.id == donor.id:
                return Response({
                    'error': 'Cannot donate points to yourself'
                }, status=status.HTTP_400_BAD_REQUEST)
            
            # Perform donation
            donor.score -= points
            recipient.score += points
            donor.save()
            recipient.save()
            
            # Create score transaction records
            ScoreTransaction.objects.create(
                user=donor,
                transaction_type='spend',
                points=-points,
                description=f'Donated {points} points to {recipient.username}',
                related_user=recipient
            )
            
            ScoreTransaction.objects.create(
                user=recipient,
                transaction_type='earn',
                points=points,
                description=f'Received {points} points from {donor.username}',
                related_user=donor
            )
            
            # Log donation event
            EventLog.objects.create(
                user=donor,
                event_type='score_change',
